name_urn,name,language_urn,language,gender,name_type
Q1827278,Lionginas,Q9083,Lithuanian,male,firstname
Q1827676,Liridon,Q8748,Albanian,male,firstname
Q1843065,Merijn,Q7411,Dutch,male,firstname
Q1866113,Liudvikas,Q9083,Lithuanian,male,firstname
Q1866964,Lluís,Q7026,Catalan,male,firstname
Q1872896,Lubomir,Q809,Polish,male,firstname
Q1879367,Léandre,Q150,French,male,firstname
Q1882274,Maarten,Q7411,Dutch,male,firstname
Q1884972,Mahmut,Q256,Turkish,male,firstname
Q1887963,Malvin,Q1860,English,male,firstname
Q7705294,Teruaki,Q5287,Japanese,male,firstname
Q7705301,Teruhiko,Q5287,Japanese,male,firstname
Q7705304,Teruhisa,Q5287,Japanese,male,firstname
Q7705328,Teruo,Q5287,Japanese,male,firstname
Q7705347,Teruyoshi,Q5287,Japanese,male,firstname
Q7705352,Teruyuki,Q5287,Japanese,male,firstname
Q7706857,Tetsuharu,Q5287,Japanese,male,firstname
Q7706863,Tetsuji,Q5287,Japanese,male,firstname
Q7706920,Tetsurō,Q5287,Japanese,male,firstname
Q7706969,Tetsuzō,Q5287,Japanese,male,firstname
Q7788402,Ronan,Q9142,Irish,male,firstname
Q7801825,Tijs,Q7411,Dutch,male,firstname
Q7813726,Tokuji,Q5287,Japanese,male,firstname
Q11166789,Justus,Q7411,Dutch,male,firstname
Q11167315,Aarre,Q1412,Finnish,male,firstname
Q11239338,Bořek,Q9056,Czech,male,firstname
Q11286521,Izak,Q7411,Dutch,male,firstname
Q11295890,Arman,Q256,Turkish,male,firstname
Q11487426,Yatarō,Q5287,Japanese,male,firstname
Q11679942,Aristarchus,Q9129,Greek,male,firstname
Q11680006,Egil,Q294,Icelandic,male,firstname
Q11681755,Fabián,Q1321,Spanish,male,firstname
Q11682369,Heinz,Q188,German,male,firstname
Q11682625,Hrafn,Q294,Icelandic,male,firstname
Q11684760,Akihito,Q5287,Japanese,male,firstname
Q11709840,Hirohito,Q5287,Japanese,male,firstname
Q11709963,Hitoshi,Q5287,Japanese,male,firstname
Q11714122,Isamu,Q5287,Japanese,male,firstname
Q11717626,Jan Gwalbert,Q809,Polish,male,firstname
Q18009544,Jean-Louis,Q150,French,male,firstname
Q18010027,Rodolphe,Q150,French,male,firstname
Q18010581,Ugo,Q652,Italian,male,firstname
Q18011357,Fabrizio,Q652,Italian,male,firstname
Q18011746,Joeri,Q7411,Dutch,male,firstname
Q18012363,Hansheiri,Q387066,Swiss German,male,firstname
Q18012507,Hansruedi,Q387066,Swiss German,male,firstname
Q18012535,Eugène,Q150,French,male,firstname
Q18012619,Hanspeter,Q188,German,male,firstname
Q18012625,Luregn,Q13199,Romansh,male,firstname
Q18016323,Clay,Q1860,English,male,firstname
Q18020484,Giacobbe,Q652,Italian,male,firstname
Q18020485,Giacomo,Q652,Italian,male,firstname
Q18026209,Buzád,Q9067,Hungarian,male,firstname
Q18031393,Reto,Q387066,Swiss German,male,firstname
Q18038748,Róbert,Q294,Icelandic,male,firstname
Q18039196,Arnout,Q7411,Dutch,male,firstname
Q18039276,Arnoud,Q7411,Dutch,male,firstname
Q18039554,Gustau,Q7026,Catalan,male,firstname
Q18039918,Davide,Q652,Italian,male,firstname
Q18040364,Daniele,Q652,Italian,male,firstname
Q18040588,Daniël,Q7411,Dutch,male,firstname
Q18043415,Paul-Émile,Q150,French,male,firstname
Q18047974,Jacó,Q5146,Portuguese,male,firstname
Q18048119,Jacco,Q7411,Dutch,male,firstname
Q18051935,Oliviero,Q652,Italian,male,firstname
Q18055384,Olivér,Q9067,Hungarian,male,firstname
Q18059417,Ricardus,Q397,Latin,male,firstname
Q18061028,Constantijn,Q7411,Dutch,male,firstname
Q18061171,Constantino,Q1321,Spanish,male,firstname
Q18062828,Iosephus,Q397,Latin,male,firstname
Q18064323,Antony,Q7411,Dutch,male,firstname
Q18066226,Robrecht,Q188,German,male,firstname
Q18066465,Michaël,Q7411,Dutch,male,firstname
Q18066632,Nicolás,Q1321,Spanish,male,firstname
Q18066790,Éric,Q150,French,male,firstname
Q18066804,Ericus,Q397,Latin,male,firstname
Q18069547,Valère,Q150,French,male,firstname
Q18071472,Mikeás,Q9067,Hungarian,male,firstname
Q18071529,Michea,Q652,Italian,male,firstname
Q18071681,Harmen,Q7411,Dutch,male,firstname
Q18079405,Arthurus,Q397,Latin,male,firstname
Q18081133,Chrétien,Q150,French,male,firstname
Q18081397,Renaud,Q150,French,male,firstname
Q18086143,Schuyler,Q1860,English,male,firstname
Q18086577,Berndt,Q1412,Finnish,male,firstname
Q18086783,Achilles,Q809,Polish,male,firstname
Q18089653,Olof,Q9027,Swedish,male,firstname
Q18091380,Alojz,Q9063,Slovene,male,firstname
Q18091381,Aloïs,Q150,French,male,firstname
Q18091406,Andres,Q9072,Estonian,male,firstname
Q18091488,Freerk,Q7411,Dutch,male,firstname
Q18091814,Matthieu,Q7411,Dutch,male,firstname
Q18093833,Coemgenus,Q397,Latin,male,firstname
Q18094029,Hans-Adam,Q188,German,male,firstname
Q18094568,Larry,Q1860,English,male,firstname
Q18095344,Sebastián,Q1321,Spanish,male,firstname
Q18096649,Julião,Q5146,Portuguese,male,firstname
Q18097303,Julijan,Q9063,Slovene,male,firstname
Q18210427,Sung-ha,Q9176,Korean,male,firstname
Q18210431,Sung-keun,Q9176,Korean,male,firstname
Q18210435,Sung-woo,Q9176,Korean,male,firstname
Q18210438,Sung-yong,Q9176,Korean,male,firstname
Q18210464,Tae-il,Q9176,Korean,male,firstname
Q18210467,Tae-yong,Q9176,Korean,male,firstname
Q18210717,Won-chul,Q9176,Korean,male,firstname
Q18210719,Won-ho,Q9176,Korean,male,firstname
Q18210720,Won-il,Q9176,Korean,male,firstname
Q18210722,Won-jae,Q9176,Korean,male,firstname
Q18210724,Won-sik,Q9176,Korean,male,firstname
Q18210725,Won-yong,Q9176,Korean,male,firstname
Q18210775,Yeongjun,Q9176,Korean,male,firstname
Q18210777,Young-tae,Q9176,Korean,male,firstname
Q18210965,Ilgonis,Q9078,Latvian,male,firstname
Q18211318,Rhydian,Q9309,Welsh,male,firstname
Q18214633,Egoitz,Q8752,Basque,male,firstname
Q18216066,Tiberio,Q652,Italian,male,firstname
Q18216092,Jean-Georges,Q150,French,male,firstname
Q18216970,Geremia,Q652,Italian,male,firstname
Q18217321,Jeremiáš,Q9056,Czech,male,firstname
Q18217335,Jeremiasz,Q809,Polish,male,firstname
Q18217837,Jérémie,Q150,French,male,firstname
Q18218532,Raúl,Q1321,Spanish,male,firstname
Q18218822,Josy,Q9051,Luxembourgish,male,firstname
Q18219312,François-Alphonse,Q150,French,male,firstname
Q18219697,Bartomeu,Q7026,Catalan,male,firstname
Q18219699,Sebastià,Q7026,Catalan,male,firstname
Q18219701,Pere,Q7026,Catalan,male,firstname
Q18219707,Agustí,Q7026,Catalan,male,firstname
Q18219739,Melcior,Q7026,Catalan,male,firstname
Q18219758,Marcel·lí,Q7026,Catalan,male,firstname
Q18219763,Esteve,Q7026,Catalan,male,firstname
Q18220000,Cristóbal,Q1321,Spanish,male,firstname
Q18220003,Tomàs,Q7026,Catalan,male,firstname
Q18220014,Isidre,Q7026,Catalan,male,firstname
Q18220016,Ignacio,Q1321,Spanish,male,firstname
Q18220019,Nachoelcone,Q143,Esperanto,male,firstname
Q18220021,Ignacy,Q809,Polish,male,firstname
Q18220022,Ignac,Q9063,Slovene,male,firstname
Q18220124,Martí,Q7026,Catalan,male,firstname
Q18220129,Vicenç,Q7026,Catalan,male,firstname
Q18220416,Berenguer,Q7026,Catalan,male,firstname
Q18220781,Jeroni,Q7026,Catalan,male,firstname
Q18220782,Claudi,Q7026,Catalan,male,firstname
Q18220868,Marià,Q7026,Catalan,male,firstname
Q18220883,Hilarius,Q397,Latin,male,firstname
Q18220890,Hilario,Q1321,Spanish,male,firstname
Q18220899,Ilari,Q1412,Finnish,male,firstname
Q18220941,Ponç,Q7026,Catalan,male,firstname
Q18221199,Alejo,Q1321,Spanish,male,firstname
Q18224534,Òscar,Q7026,Catalan,male,firstname
Q18226308,Lénárd,Q9067,Hungarian,male,firstname
Q18228390,Léonard,Q150,French,male,firstname
Q18245781,Bill,Q1860,English,male,firstname
Q18252061,Cosimo,Q652,Italian,male,firstname
Q18252114,Engelbert,Q7411,Dutch,male,firstname
Q18282500,Gerardus,Q397,Latin,male,firstname
Q18285160,Amedeo,Q652,Italian,male,firstname
Q18285162,Amadeo,Q652,Italian,male,firstname
Q18285174,Stoney,Q1860,English,male,firstname
Q18324283,Abily,Q7737,Russian,male,firstname
Q18324286,Aleksi,Q1412,Finnish,male,firstname
Q18324309,Édson,Q5146,Portuguese,male,firstname
Q18324314,Ferdy,Q7411,Dutch,male,firstname
Q18324316,Flávio,Q5146,Portuguese,male,firstname
Q18324322,Gëzim,Q8748,Albanian,male,firstname
Q18324332,Hisataka,Q5287,Japanese,male,firstname
Q18324360,Moon-soo,Q9176,Korean,male,firstname
Q16426868,Snæhólm,Q294,Icelandic,male,firstname
Q16426875,Snælaugur,Q294,Icelandic,male,firstname
Q16426879,Snær,Q294,Icelandic,male,firstname
Q16426882,Snæringur,Q294,Icelandic,male,firstname
Q16426889,Snævar,Q294,Icelandic,male,firstname
Q16426891,Snævarr,Q294,Icelandic,male,firstname
Q16426893,Snæþór,Q294,Icelandic,male,firstname
Q16426915,Soffanías,Q294,Icelandic,male,firstname
Q16426954,Sophanías,Q294,Icelandic,male,firstname
Q16426983,Spartakus,Q294,Icelandic,male,firstname
Q16427103,Harrý,Q294,Icelandic,male,firstname
Q16427125,Starkaður,Q294,Icelandic,male,firstname
Q16427129,Hauksteinn,Q294,Icelandic,male,firstname
Q16427131,Starri,Q294,Icelandic,male,firstname
Q16427144,Haukvaldur,Q294,Icelandic,male,firstname
Q16427176,Heikir,Q294,Icelandic,male,firstname
Q16427184,Heilmóður,Q294,Icelandic,male,firstname
Q16427203,Stefnir,Q294,Icelandic,male,firstname
Q16427228,Heimir,Q294,Icelandic,male,firstname
Q16427255,Heinrekur,Q294,Icelandic,male,firstname
Q16427270,Heiðar,Q294,Icelandic,male,firstname
Q16427280,Steinarr,Q294,Icelandic,male,firstname
Q16427283,Heiðarr,Q294,Icelandic,male,firstname
Q16427292,Steinberg,Q294,Icelandic,male,firstname
Q16427294,Heiðberg,Q294,Icelandic,male,firstname
Q16427296,Heiðbert,Q294,Icelandic,male,firstname
Q16427298,Steinbergur,Q294,Icelandic,male,firstname
Q16427303,Steinbjörn,Q294,Icelandic,male,firstname
Q16427314,Heiðlindur,Q294,Icelandic,male,firstname
Q16427323,Heiðmann,Q294,Icelandic,male,firstname
Q16427326,Heiðmar,Q294,Icelandic,male,firstname
Q16427327,Steindór,Q294,Icelandic,male,firstname
Q16427328,Heiðmundur,Q294,Icelandic,male,firstname
Q16427334,Heiðrekur,Q294,Icelandic,male,firstname
Q16427340,Steinfinnur,Q294,Icelandic,male,firstname
Q16427372,Steini,Q294,Icelandic,male,firstname
Q16427374,Steinkell,Q294,Icelandic,male,firstname
Q16427384,Steinmann,Q294,Icelandic,male,firstname
Q16427385,Hektor,Q809,Polish,male,firstname
Q16427387,Steinmar,Q294,Icelandic,male,firstname
Q16427389,Steinmóður,Q294,Icelandic,male,firstname
Q16427409,Steinröður,Q294,Icelandic,male,firstname
Q16427437,Steinvarður,Q294,Icelandic,male,firstname
Q16427442,Steinólfur,Q294,Icelandic,male,firstname
Q16427444,Steinþór,Q294,Icelandic,male,firstname
Q16427490,Stirnir,Q294,Icelandic,male,firstname
Q16427548,Stormur,Q294,Icelandic,male,firstname
Q16427555,Hemmert,Q294,Icelandic,male,firstname
Q16427578,Henrý,Q294,Icelandic,male,firstname
Q16427588,Sturlaugur,Q294,Icelandic,male,firstname
Q16427602,Herfinnur,Q294,Icelandic,male,firstname
Q16427607,Hergeir,Q294,Icelandic,male,firstname
Q16427608,Styr,Q294,Icelandic,male,firstname
Q16427612,Hergill,Q294,Icelandic,male,firstname
Q16427615,Hergils,Q294,Icelandic,male,firstname
Q16427622,Styrkár,Q294,Icelandic,male,firstname
Q16427625,Styrmir,Q294,Icelandic,male,firstname
Q16427628,Herjólfur,Q294,Icelandic,male,firstname
Q16427633,Herlaugur,Q294,Icelandic,male,firstname
Q16427635,Herleifur,Q294,Icelandic,male,firstname
Q16427658,Hermundur,Q294,Icelandic,male,firstname
Q19409978,Sarantis,Q9129,Greek,male,firstname
Q19410274,Uladzislaw,Q9091,Belarusian,male,firstname
Q19410331,Sciapan,Q9091,Belarusian,male,firstname
Q19411999,Mikalai,Q9091,Belarusian,male,firstname
Q19412371,Dzmitry,Q9091,Belarusian,male,firstname
Q19412789,Illya,Q9091,Belarusian,male,firstname
Q19412810,Aliaksandr,Q9091,Belarusian,male,firstname
Q19412927,Jaŭhien,Q9091,Belarusian,male,firstname
Q19412966,Alyaksey,Q9091,Belarusian,male,firstname
Q19413042,Kiryl,Q9091,Belarusian,male,firstname
Q19413158,Svyataslaw,Q9091,Belarusian,male,firstname
Q19413179,Mikita,Q9091,Belarusian,male,firstname
Q19413199,Vital,Q9091,Belarusian,male,firstname
Q19413228,Valiancin,Q9091,Belarusian,male,firstname
Q19413256,Stanislau,Q9091,Belarusian,male,firstname
Q19413318,Yahor,Q9091,Belarusian,male,firstname
Q19413355,Valieryj,Q9091,Belarusian,male,firstname
Q19413460,Barys,Q9091,Belarusian,male,firstname
Q19413545,Kanstantsin,Q9091,Belarusian,male,firstname
Q19413560,Leanid,Q9091,Belarusian,male,firstname
Q19413648,Vitawt,Q9091,Belarusian,male,firstname
Q19413953,Yakau,Q9091,Belarusian,male,firstname
Q19423123,Alherd,Q9091,Belarusian,male,firstname
Q19423420,Frantsishak,Q9091,Belarusian,male,firstname
Q19501250,Jazep,Q9091,Belarusian,male,firstname
Q19501484,Tsimafei,Q9091,Belarusian,male,firstname
Q19501515,Branislaw,Q9091,Belarusian,male,firstname
Q19501536,Jaraslau,Q9091,Belarusian,male,firstname
Q19538226,Smizer,Q9091,Belarusian,male,firstname
Q19547994,Frei,Q188,German,male,firstname
Q19561459,Humberto,Q1321,Spanish,male,firstname
Q19573354,Njáll,Q294,Icelandic,male,firstname
Q19595410,Melker,Q9027,Swedish,male,firstname
Q19598005,Vaclaw,Q9091,Belarusian,male,firstname
Q19599611,Anargiros,Q9129,Greek,male,firstname
Q19634498,Kōki,Q5287,Japanese,male,firstname
Q19636635,Zdzislaw,Q9091,Belarusian,male,firstname
Q19636921,Arkadziy,Q9091,Belarusian,male,firstname
Q19655475,Evald,Q9072,Estonian,male,firstname
Q19660011,Siôr,Q9309,Welsh,male,firstname
Q19660801,Scipione,Q652,Italian,male,firstname
Q19664688,Neftali,Q652,Italian,male,firstname
Q19687104,Bertil,Q9027,Swedish,male,firstname
Q19687105,Charles-Albert,Q150,French,male,firstname
Q19687112,Henri-Charles,Q150,French,male,firstname
Q19687636,Rahim,Q13955,Arabic,male,firstname
Q19688267,Bartholomäus,Q188,German,male,firstname
Q19688272,Bartolomé,Q1321,Spanish,male,firstname
Q19688275,Bernardino,Q652,Italian,male,firstname
Q19688344,Charles-Henri,Q150,French,male,firstname
Q19688390,Diethard,Q188,German,male,firstname
Q19688394,Eckhardt,Q188,German,male,firstname
Q19688401,Efraín,Q1321,Spanish,male,firstname
Q19688438,Germán,Q1321,Spanish,male,firstname
Q19688464,Hanns-Peter,Q188,German,male,firstname
Q19688549,Héctor,Q1321,Spanish,male,firstname
Q19688614,Ilja,Q7411,Dutch,male,firstname
Q19688651,Jean-Frédéric,Q150,French,male,firstname
Q19688665,Karlheinz,Q188,German,male,firstname
Q19688670,Klaas,Q7411,Dutch,male,firstname
Q19688705,Matias,Q1412,Finnish,male,firstname
Q19688708,Maximilien,Q150,French,male,firstname
Q19688722,Noé,Q150,French,male,firstname
Q19688733,Özcan,Q256,Turkish,male,firstname
Q19688744,Raimondo,Q652,Italian,male,firstname
Q19688756,Rupert,Q1860,English,male,firstname
Q19688762,Serkan,Q256,Turkish,male,firstname
Q19688764,Siegmund,Q188,German,male,firstname
Q19688771,Swen,Q7411,Dutch,male,firstname
Q19688775,Thorsten,Q9027,Swedish,male,firstname
Q19688780,Torsten,Q1412,Finnish,male,firstname
Q19688785,Ullrich,Q188,German,male,firstname
Q19688799,Youri,Q7411,Dutch,male,firstname
Q19688976,Stanislao,Q652,Italian,male,firstname
Q19689315,Biagio,Q652,Italian,male,firstname
Q19689546,Valery,Q7737,Russian,male,firstname
Q19690588,Aníbal,Q1321,Spanish,male,firstname
Q18324370,Palmer,Q1860,English,male,firstname
Q18324399,Takanobu,Q5287,Japanese,male,firstname
Q18324424,Young-geun,Q9176,Korean,male,firstname
Q18325192,Ambrosio,Q1321,Spanish,male,firstname
Q18325376,Gildo,Q652,Italian,male,firstname
Q18325827,Luuk,Q7411,Dutch,male,firstname
Q18325871,Martial,Q150,French,male,firstname
Q18325890,Reuben,Q1860,English,male,firstname
Q18326155,Arie,Q7411,Dutch,male,firstname
Q18327315,Pierre-Olivier,Q150,French,male,firstname
Q18327319,Alphons,Q7411,Dutch,male,firstname
Q18327984,Gesù,Q652,Italian,male,firstname
Q18328013,Josh,Q1860,English,male,firstname
Q18328071,Régis,Q150,French,male,firstname
Q18331747,Tadas,Q9083,Lithuanian,male,firstname
Q18337978,Dimitri,Q7411,Dutch,male,firstname
Q18338316,Stef,Q7411,Dutch,male,firstname
Q18338322,Leif,Q106085,North Germanic languages,male,firstname
Q18341238,Néstor,Q1321,Spanish,male,firstname
Q18341241,Nestore,Q652,Italian,male,firstname
Q18341258,Ignasi,Q7026,Catalan,male,firstname
Q18341911,Benoît,Q150,French,male,firstname
Q18341958,Giambattista,Q652,Italian,male,firstname
Q18341973,Brooks,Q1860,English,male,firstname
Q18341985,Cesare,Q652,Italian,male,firstname
Q18342029,Costanzo,Q652,Italian,male,firstname
Q18342151,Benedikt,Q294,Icelandic,male,firstname
Q18342976,Graeme,Q1860,English,male,firstname
Q18343061,Ewald,Q7411,Dutch,male,firstname
Q18343086,Alfonz,Q9067,Hungarian,male,firstname
Q18375274,Yoshihito,Q5287,Japanese,male,firstname
Q18375359,Danijel,Q9063,Slovene,male,firstname
Q18380741,Fañch,Q12107,Breton,male,firstname
Q18385147,Paulo,Q5146,Portuguese,male,firstname
Q18386470,Petre,Q7913,Romanian,male,firstname
Q18396532,Loeiz,Q12107,Breton,male,firstname
Q18398092,Eckhard,Q188,German,male,firstname
Q18398186,Augustin,Q150,French,male,firstname
Q18398303,Bernhardt,Q188,German,male,firstname
Q18401607,Günter,Q188,German,male,firstname
Q18402148,Pepe,Q1321,Spanish,male,firstname
Q18402187,Ferran,Q7026,Catalan,male,firstname
Q18402188,Evarist,Q7026,Catalan,male,firstname
Q18402209,Vicent,Q7026,Catalan,male,firstname
Q18402511,Guillén,Q8765,Aragonese,male,firstname
Q18402571,Gordon,Q1860,English,male,firstname
Q18402678,Marie-Joseph,Q150,French,male,firstname
Q18407330,Q18407330,Q7737,Russian,male,firstname
Q18411562,Maurikijus,Q9083,Lithuanian,male,firstname
Q18418758,Doyle,Q1860,English,male,firstname
Q18421030,Almachiusz,Q809,Polish,male,firstname
Q18421644,Silvain,Q150,French,male,firstname
Q18421648,Louis-François,Q150,French,male,firstname
Q18421656,Yves-Marie,Q150,French,male,firstname
Q18421741,Salaün,Q12107,Breton,male,firstname
Q18421743,Salomon,Q150,French,male,firstname
Q18421868,Amadeu,Q7026,Catalan,male,firstname
Q18428070,Uldis,Q9078,Latvian,male,firstname
Q18428430,Hjalmar,Q1412,Finnish,male,firstname
Q18452680,Rudy,Q7411,Dutch,male,firstname
Q18503086,Catalin,Q7913,Romanian,male,firstname
Q18508906,Hervé,Q150,French,male,firstname
Q18508917,King,Q1860,English,male,firstname
Q18510549,Hisashi,Q5287,Japanese,male,firstname
Q18510559,Masayasu,Q5287,Japanese,male,firstname
Q18510606,Eugeniusz,Q809,Polish,male,firstname
Q19692516,Mikołaj,Q809,Polish,male,firstname
Q19693229,Muhammad,Q13955,Arabic,male,firstname
Q19693374,Olgierd,Q809,Polish,male,firstname
Q19693392,Renatus,Q7411,Dutch,male,firstname
Q19703586,Into,Q1412,Finnish,male,firstname
Q19723312,Aleh,Q9091,Belarusian,male,firstname
Q19729888,Mohamed,Q7411,Dutch,male,firstname
Q19729917,Mohammad,Q7411,Dutch,male,firstname
Q19731049,Aquiles,Q1321,Spanish,male,firstname
Q19731809,Ágoston,Q9067,Hungarian,male,firstname
Q19731861,Grover,Q1860,English,male,firstname
Q19753376,Kreon,Q9129,Greek,male,firstname
Q19754236,Tadeusz,Q809,Polish,male,firstname
Q19754865,Amable,Q150,French,male,firstname
Q19766044,Egidius,Q7411,Dutch,male,firstname
Q19767732,Harvey,Q1860,English,male,firstname
Q19767773,Archibald,Q20923490,multiple languages,male,firstname
Q19768303,Fylkir,Q294,Icelandic,male,firstname
Q19768418,Szilveszter,Q9067,Hungarian,male,firstname
Q19768430,Jónás,Q9067,Hungarian,male,firstname
Q19772959,Giona,Q652,Italian,male,firstname
Q19773128,Jónas,Q294,Icelandic,male,firstname
Q19774998,Fabricio,Q1321,Spanish,male,firstname
Q19793074,Dieter-Lebrecht,Q188,German,male,firstname
Q19793321,Gauthier,Q150,French,male,firstname
Q19793951,Amar,Q7411,Dutch,male,firstname
Q19793959,Thijs,Q7411,Dutch,male,firstname
Q19793960,Shigenobu,Q5287,Japanese,male,firstname
Q19795195,Élisée,Q150,French,male,firstname
Q19795316,Veturio,Q652,Italian,male,firstname
Q19796762,Cyprian,Q809,Polish,male,firstname
Q19796775,Fermí,Q7026,Catalan,male,firstname
Q19798519,Jonatan,Q809,Polish,male,firstname
Q19798521,Gionata,Q652,Italian,male,firstname
Q19798843,Constantí,Q7026,Catalan,male,firstname
Q19798844,Còiseam,Q9142,Irish,male,firstname
Q19799921,Renatas,Q9083,Lithuanian,male,firstname
Q19800514,Yuzuru,Q5287,Japanese,male,firstname
Q19800563,Nadal,Q7026,Catalan,male,firstname
Q19800650,Seamus,Q9142,Irish,male,firstname
Q19800780,Muath,Q13955,Arabic,male,firstname
Q19801054,António,Q5146,Portuguese,male,firstname
Q19801238,Luís,Q5146,Portuguese,male,firstname
Q19801297,Hischam,Q13955,Arabic,male,firstname
Q19801658,Stanisław,Q809,Polish,male,firstname
Q19801857,Hávarður,Q294,Icelandic,male,firstname
Q19801888,Garry,Q1860,English,male,firstname
Q19802135,Fiodar,Q9091,Belarusian,male,firstname
Q19802199,Glenn,Q7411,Dutch,male,firstname
Q19802209,Gene,Q1860,English,male,firstname
Q19802290,Cirilo,Q1321,Spanish,male,firstname
Q19802353,Ciril,Q9063,Slovene,male,firstname
Q19802354,Cyryl,Q809,Polish,male,firstname
Q19802356,Kirils,Q9078,Latvian,male,firstname
Q19802961,Murray,Q1860,English,male,firstname
Q19802965,Shawn,Q1860,English,male,firstname
Q19805751,Guðmundur,Q294,Icelandic,male,firstname
Q19810490,Iwao,Q5287,Japanese,male,firstname
Q19810495,Metin,Q256,Turkish,male,firstname
Q19810530,Han,Q20923490,multiple languages,male,firstname
Q19813143,Ramsey,Q1860,English,male,firstname
Q19813537,Alcwyn,Q9309,Welsh,male,firstname
Q19816321,Bastiaan,Q7411,Dutch,male,firstname
Q19816507,Billy,Q1860,English,male,firstname
Q19816553,Phillip,Q1860,English,male,firstname
Q19816583,Ernie,Q1860,English,male,firstname
Q19816591,Kazimierz,Q809,Polish,male,firstname
Q19816594,Łukasz,Q809,Polish,male,firstname
Q19816626,Matías,Q1321,Spanish,male,firstname
Q19816823,Paweł,Q809,Polish,male,firstname
Q19817828,Mehmet,Q256,Turkish,male,firstname
Q19817839,Quinten,Q7411,Dutch,male,firstname
Q19817854,Ardo,Q9072,Estonian,male,firstname
Q19818088,Jaromír,Q9056,Czech,male,firstname
Q19818097,Chajim,Q9056,Czech,male,firstname
Q19818110,Hamilton,Q1860,English,male,firstname
Q20681186,Quincy,Q7411,Dutch,male,firstname
Q20681833,Boldizsár,Q9067,Hungarian,male,firstname
Q20681848,Baltasar,Q294,Icelandic,male,firstname
Q20682286,Borys,Q809,Polish,male,firstname
Q20682343,Bożydar,Q809,Polish,male,firstname
Q20683638,Süleyman,Q256,Turkish,male,firstname
Q20683704,Jordy,Q7411,Dutch,male,firstname
Q20706294,Renke,Q188,German,male,firstname
Q20719628,Chrystian,Q809,Polish,male,firstname
Q20725207,Govert,Q7411,Dutch,male,firstname
Q20725221,Pepijn,Q7411,Dutch,male,firstname
Q20726351,Lindon,Q1860,English,male,firstname
Q20726712,Beom-soo,Q9176,Korean,male,firstname
Q20726827,Haruchika,Q5287,Japanese,male,firstname
Q20726870,Leendert,Q7411,Dutch,male,firstname
Q20727006,Pierre-Paul,Q150,French,male,firstname
Q20727478,Xander,Q7411,Dutch,male,firstname
Q20730287,Eliasz,Q809,Polish,male,firstname
Q20730312,Lambertus,Q7411,Dutch,male,firstname
Q20730503,Kázmér,Q9067,Hungarian,male,firstname
Q20730504,Kazimiro,Q143,Esperanto,male,firstname
Q20730636,Wilhelmus,Q7411,Dutch,male,firstname
Q20730638,Rafaël,Q7411,Dutch,male,firstname
Q20730668,Faustyn,Q809,Polish,male,firstname
Q20730766,Tjeerd,Q7411,Dutch,male,firstname
Q20731707,Gerwazy,Q809,Polish,male,firstname
Q20731712,Gracjan,Q809,Polish,male,firstname
Q20732195,Hilary,Q809,Polish,male,firstname
Q20732206,Hiacynt,Q809,Polish,male,firstname
Q20732215,Hipolit,Q809,Polish,male,firstname
Q20735423,Ireneusz,Q809,Polish,male,firstname
Q20735430,Iwo,Q809,Polish,male,firstname
Q20735436,Idzi,Q809,Polish,male,firstname
Q20738810,Godefridus,Q7411,Dutch,male,firstname
Q20740353,Alphonsus,Q7411,Dutch,male,firstname
Q20742780,Nunzio,Q652,Italian,male,firstname
Q20743113,Ibai,Q8752,Basque,male,firstname
Q20743255,Justynian,Q809,Polish,male,firstname
Q20743587,Twan,Q7411,Dutch,male,firstname
Q20744400,Kosma,Q809,Polish,male,firstname
Q20745379,Ludovicus,Q7411,Dutch,male,firstname
Q20745988,Sipke,Q7411,Dutch,male,firstname
Q20746681,Victorien,Q150,French,male,firstname
Q20746695,Koen,Q7411,Dutch,male,firstname
Q20747801,Roelf,Q7411,Dutch,male,firstname
Q20747802,Sietze,Q7411,Dutch,male,firstname
Q20754984,Barabáš,Q9056,Czech,male,firstname
Q20755782,Guttorm,Q9043,Norwegian,male,firstname
Q20788433,Garret,Q1860,English,male,firstname
Q20792670,Donovan,Q7411,Dutch,male,firstname
Q20796710,Fraser,Q1860,English,male,firstname
Q20817449,Julijonas,Q9083,Lithuanian,male,firstname
Q20817453,Aleksas,Q9083,Lithuanian,male,firstname
Q20817459,Mataušas,Q9083,Lithuanian,male,firstname
Q20817461,Özdal,Q256,Turkish,male,firstname
Q20817467,Valmantas,Q9083,Lithuanian,male,firstname
Q20817473,Arslan,Q256,Turkish,male,firstname
Q20817491,Yunis,Q13955,Arabic,male,firstname
Q20817495,Stu,Q1860,English,male,firstname
Q20819032,Faysal,Q256,Turkish,male,firstname
Q20819036,Omero,Q652,Italian,male,firstname
Q20819853,Agostinho,Q5146,Portuguese,male,firstname
Q20819860,Tudor,Q7913,Romanian,male,firstname
Q20820568,Liwiusz,Q809,Polish,male,firstname
Q20821649,Čedomir,Q9299,Serbian,male,firstname
Q20824652,Rhodri,Q9309,Welsh,male,firstname
Q20824731,Merfyn,Q9309,Welsh,male,firstname
Q20826701,Zabulon,Q652,Italian,male,firstname
Q20830187,Berry,Q7411,Dutch,male,firstname
Q20830189,Coen,Q7411,Dutch,male,firstname
Q20830201,Urnamman,Q36790,Sumerian,male,firstname
Q20830288,Aat,Q7411,Dutch,male,firstname
